Dates,Price,Destination,InviaCode,Operator,MealType
"
							3.6. - 14.6.
							(12 dní)
						",26687,Kreta,50757,Brenna,All Inclusive
"
							10.6. - 17.6.
							(8 dní)
						",20389,Kreta,50757,Brenna,All Inclusive
"
							13.5. - 20.5.
							(8 dní)
						",22990,Kreta,111480,Pantour,All Inclusive
"
							13.5. - 20.5.
							(8 dní)
						",20490,Kreta,111480,Pantour,Polopenze
"
							16.5. - 26.5.
							(11 dní)
						",31090,Kreta,111480,Pantour,All Inclusive
"
							5.5. - 12.5.
							(8 dní)
						",20910,Kreta,8066,Greece tours,Polopenze
"
							5.5. - 15.5.
							(11 dní)
						",26250,Kreta,8066,Greece tours,Polopenze
"
							5.5. - 19.5.
							(15 dní)
						",34030,Kreta,8066,Greece tours,Polopenze
"
							13.5. - 20.5.
							(8 dní)
						",10990,Kreta,108560,Pantour,Snídaně
"
							13.5. - 20.5.
							(8 dní)
						",10090,Kreta,108560,Pantour,Bez stravy
"
							13.5. - 20.5.
							(8 dní)
						",12690,Kreta,108560,Pantour,Polopenze
"
							30.4. - 7.5.
							(8 dní)
						",15490,Kreta,36868,Exim Tours,Polopenze
"
							30.4. - 7.5.
							(8 dní)
						",19280,Kreta,36868,Exim Tours,All Inclusive
"
							30.4. - 14.5.
							(15 dní)
						",21690,Kreta,36868,Exim Tours,Polopenze
"
							21.5. - 28.5.
							(8 dní)
						",9590,Kreta,100013,Electra Tours,Snídaně
"
							21.5. - 28.5.
							(8 dní)
						",8790,Kreta,100013,Electra Tours,Bez stravy
"
							25.6. - 2.7.
							(8 dní)
						",11250,Kreta,100013,Electra Tours,Snídaně
"
							31.5. - 10.6.
							(11 dní)
						",12321,Kreta,107855,Viamare,Bez stravy
"
							10.6. - 21.6.
							(12 dní)
						",13131,Kreta,107855,Viamare,Bez stravy
"
							21.6. - 1.7.
							(11 dní)
						",13941,Kreta,107855,Viamare,Bez stravy
"
							8.7. - 19.7.
							(12 dní)
						",23885,Kreta,28446,VTT,Polopenze
"
							19.7. - 29.7.
							(11 dní)
						",23572,Kreta,28446,VTT,Polopenze
"
							29.7. - 9.8.
							(12 dní)
						",24080,Kreta,28446,VTT,Polopenze
"
							30.4. - 7.5.
							(8 dní)
						",21979,Kreta,29326,Inex,Polopenze
"
							30.4. - 14.5.
							(15 dní)
						",35779,Kreta,29326,Inex,Polopenze
"
							5.5. - 12.5.
							(8 dní)
						",23620,Kreta,29326,Greece tours,Polopenze
"
							27.5. - 3.6.
							(8 dní)
						",28270,Kreta,36905,Greece tours,Snídaně
"
							27.5. - 10.6.
							(15 dní)
						",45200,Kreta,36905,Greece tours,Snídaně
"
							3.6. - 10.6.
							(8 dní)
						",28270,Kreta,36905,Greece tours,Snídaně
"
							13.5. - 20.5.
							(8 dní)
						",15590,Kreta,50363,Pantour,Polopenze
"
							16.5. - 26.5.
							(11 dní)
						",21490,Kreta,50363,Pantour,Polopenze
"
							19.5. - 2.6.
							(15 dní)
						",26690,Kreta,50363,Pantour,Polopenze
"
							16.5. - 26.5.
							(11 dní)
						",14090,Kreta,8247,Pantour,Snídaně
"
							19.5. - 2.6.
							(15 dní)
						",16190,Kreta,8247,Pantour,Snídaně
"
							20.5. - 27.5.
							(8 dní)
						",10990,Kreta,8247,Pantour,Snídaně
"
							31.5. - 7.6.
							(8 dní)
						",23910,Kreta,94250,Fischer 1 - cestovní kancelář,Ultra All inclusive
"
							31.5. - 7.6.
							(8 dní)
						",20910,Kreta,94250,Fischer 1 - cestovní kancelář,All Inclusive
"
							31.5. - 14.6.
							(15 dní)
						",40690,Kreta,94250,Fischer 1 - cestovní kancelář,Ultra All inclusive
"
							14.5. - 21.5.
							(8 dní)
						",16990,Kreta,49739,Fischer 1 - cestovní kancelář,Polopenze
"
							14.5. - 21.5.
							(8 dní)
						",23990,Kreta,49739,Fischer 1 - cestovní kancelář,All Inclusive
"
							20.5. - 3.6.
							(15 dní)
						",33600,Kreta,49739,Fischer 1 - cestovní kancelář,Polopenze
"
							31.5. - 7.6.
							(8 dní)
						",22350,Kreta,8563,Fischer 1 - cestovní kancelář,All Inclusive
"
							31.5. - 14.6.
							(15 dní)
						",35460,Kreta,8563,Fischer 1 - cestovní kancelář,All Inclusive
"
							7.6. - 14.6.
							(8 dní)
						",22350,Kreta,8563,Fischer 1 - cestovní kancelář,All Inclusive
"
							13.5. - 20.5.
							(8 dní)
						",13590,Kreta,36538,Pantour,Polopenze
"
							13.5. - 20.5.
							(8 dní)
						",16690,Kreta,36538,Pantour,All Inclusive
"
							16.5. - 26.5.
							(11 dní)
						",24190,Kreta,36538,Pantour,All Inclusive
"
							3.6. - 10.6.
							(8 dní)
						",18147,Kreta,55059,Bulgariatour,Polopenze
"
							7.6. - 17.6.
							(11 dní)
						",22152,Kreta,55059,Bulgariatour,Polopenze
"
							10.6. - 17.6.
							(8 dní)
						",18147,Kreta,55059,Bulgariatour,Polopenze
"
							21.5. - 28.5.
							(8 dní)
						",23890,Kreta,70700,Electra Tours,All Inclusive
"
							27.5. - 3.6.
							(8 dní)
						",24920,Kreta,70700,My Planet (Travel Planet),All Inclusive
"
							28.5. - 4.6.
							(8 dní)
						",24450,Kreta,70700,Electra Tours,All Inclusive
"
							22.6. - 29.6.
							(8 dní)
						",14866,Kreta,84342,Firo Tour,Polopenze
"
							22.6. - 6.7.
							(15 dní)
						",21921,Kreta,84342,Firo Tour,Polopenze
"
							29.6. - 6.7.
							(8 dní)
						",16141,Kreta,84342,Firo Tour,Polopenze
"
							13.5. - 20.5.
							(8 dní)
						",12090,Kreta,30571,Pantour,Polopenze
"
							16.5. - 26.5.
							(11 dní)
						",16690,Kreta,30571,Pantour,Polopenze
"
							19.5. - 2.6.
							(15 dní)
						",20490,Kreta,30571,Pantour,Polopenze
"
							3.6. - 10.6.
							(8 dní)
						",21420,Kreta,28281,VTT,Polopenze
"
							3.6. - 10.6.
							(8 dní)
						",26095,Kreta,28281,VTT,All Inclusive
"
							7.6. - 14.6.
							(8 dní)
						",21420,Kreta,28281,VTT,Polopenze
"
							3.6. - 10.6.
							(8 dní)
						",15121,Kreta,26553,Bulgariatour,Snídaně
"
							7.6. - 17.6.
							(11 dní)
						",16901,Kreta,26553,Bulgariatour,Snídaně
"
							10.6. - 17.6.
							(8 dní)
						",15121,Kreta,26553,Bulgariatour,Snídaně
"
							6.5. - 13.5.
							(8 dní)
						",9990,Kreta,100976,Greece tours,Bez stravy
"
							6.5. - 20.5.
							(15 dní)
						",15400,Kreta,100976,Greece tours,Bez stravy
"
							13.5. - 20.5.
							(8 dní)
						",9990,Kreta,100976,Greece tours,Bez stravy
"
							31.5. - 10.6.
							(11 dní)
						",11892,Kreta,69673,Viamare,Bez stravy
"
							21.6. - 1.7.
							(11 dní)
						",14211,Kreta,69673,Viamare,Bez stravy
"
							1.7. - 12.7.
							(12 dní)
						",15291,Kreta,69673,Viamare,Bez stravy
"
							7.6. - 14.6.
							(8 dní)
						",11691,Kreta,84313,Viamare,Bez stravy
"
							7.6. - 17.6.
							(11 dní)
						",12591,Kreta,84313,Viamare,Bez stravy
"
							7.6. - 21.6.
							(15 dní)
						",14841,Kreta,84313,Viamare,Bez stravy
"
							13.5. - 20.5.
							(8 dní)
						",12290,Kreta,46469,Pantour,Polopenze
"
							16.5. - 26.5.
							(11 dní)
						",16090,Kreta,46469,Pantour,Polopenze
"
							19.5. - 2.6.
							(15 dní)
						",18790,Kreta,46469,Pantour,Polopenze
"
							3.6. - 10.6.
							(8 dní)
						",23689,Kreta,69990,Hydrotour SK,All Inclusive
"
							8.6. - 15.6.
							(8 dní)
						",18852,Kreta,69990,Firo Tour,All Inclusive
"
							8.6. - 22.6.
							(15 dní)
						",31639,Kreta,69990,Firo Tour,All Inclusive
"
							13.5. - 20.5.
							(8 dní)
						",12390,Kreta,21454,Pantour,Snídaně
"
							13.5. - 20.5.
							(8 dní)
						",13190,Kreta,21454,Pantour,Polopenze
"
							16.5. - 26.5.
							(11 dní)
						",16090,Kreta,21454,Pantour,Snídaně
"
							30.4. - 7.5.
							(8 dní)
						",14690,Kreta,87950,Exim Tours,Polopenze
"
							30.4. - 14.5.
							(15 dní)
						",20290,Kreta,87950,Exim Tours,Polopenze
"
							7.5. - 14.5.
							(8 dní)
						",13982,Kreta,87950,Exim Tours,Polopenze
"
							7.6. - 14.6.
							(8 dní)
						",16271,Kreta,8091,Kovotour,Polopenze
"
							14.6. - 21.6.
							(8 dní)
						",16447,Kreta,8091,Kovotour,Polopenze
"
							21.6. - 28.6.
							(8 dní)
						",16447,Kreta,8091,Kovotour,Polopenze
"
							9.7. - 16.7.
							(8 dní)
						",16250,Kreta,53141,Electra Tours,Polopenze
"
							16.7. - 23.7.
							(8 dní)
						",16250,Kreta,53141,Electra Tours,Polopenze
"
							23.7. - 30.7.
							(8 dní)
						",16250,Kreta,53141,Electra Tours,Polopenze
"
							28.5. - 4.6.
							(8 dní)
						",14231,Kreta,9743,Alexandria,Polopenze
"
							28.5. - 8.6.
							(12 dní)
						",15121,Kreta,9743,Alexandria,Polopenze
"
							1.6. - 8.6.
							(8 dní)
						",14231,Kreta,9743,Alexandria,Polopenze
"
							14.5. - 21.5.
							(8 dní)
						",12600,Kreta,36540,Fischer 3 - spec.produkt,Polopenze
"
							20.5. - 27.5.
							(8 dní)
						",12600,Kreta,36540,Fischer 3 - spec.produkt,Polopenze
"
							20.5. - 3.6.
							(15 dní)
						",17190,Kreta,36540,Fischer 3 - spec.produkt,Polopenze
"
							9.9. - 20.9.
							(12 dní)
						",21845,Kreta,36833,VTT,Polopenze
"
							20.9. - 30.9.
							(11 dní)
						",15895,Kreta,36833,VTT,Polopenze
"
							28.5. - 4.6.
							(8 dní)
						",14290,Kreta,108253,Blue Style,Snídaně
"
							28.5. - 4.6.
							(8 dní)
						",15890,Kreta,108253,Blue Style,All Inclusive
"
							28.5. - 4.6.
							(8 dní)
						",14990,Kreta,108253,Blue Style,Polopenze
"
							14.5. - 21.5.
							(8 dní)
						",17120,Kreta,28627,Fischer 1 - cestovní kancelář,All Inclusive
"
							21.5. - 28.5.
							(8 dní)
						",16090,Kreta,28627,Electra Tours,All Inclusive
"
							27.5. - 3.6.
							(8 dní)
						",15760,Kreta,28627,My Planet (Travel Planet),All Inclusive
"
							13.5. - 20.5.
							(8 dní)
						",15390,Kreta,8981,Pantour,All Inclusive
"
							16.5. - 26.5.
							(11 dní)
						",22090,Kreta,8981,Pantour,All Inclusive
"
							19.5. - 2.6.
							(15 dní)
						",28690,Kreta,8981,Pantour,All Inclusive
"
							27.5. - 3.6.
							(8 dní)
						",15561,Kreta,8702,Viamare,All Inclusive
"
							27.5. - 10.6.
							(15 dní)
						",22581,Kreta,8702,Viamare,All Inclusive
"
							3.6. - 10.6.
							(8 dní)
						",16011,Kreta,8702,Viamare,All Inclusive
"
							1.6. - 8.6.
							(8 dní)
						",10190,Kreta,109952,Pantour,Polopenze
"
							1.6. - 11.6.
							(11 dní)
						",13290,Kreta,109952,Pantour,Polopenze
"
							2.6. - 9.6.
							(8 dní)
						",10190,Kreta,109952,Pantour,Polopenze
"
							21.5. - 28.5.
							(8 dní)
						",13250,Kreta,102506,Electra Tours,Polopenze
"
							28.5. - 4.6.
							(8 dní)
						",14490,Kreta,102506,Electra Tours,Polopenze
"
							1.6. - 4.6.
							(4 dny)
						",10550,Kreta,102506,Electra Tours,Polopenze
"
							13.5. - 20.5.
							(8 dní)
						",10390,Kreta,71706,Pantour,Snídaně
"
							16.5. - 26.5.
							(11 dní)
						",13290,Kreta,71706,Pantour,Snídaně
"
							19.5. - 2.6.
							(15 dní)
						",14990,Kreta,71706,Pantour,Snídaně
"
							7.5. - 14.5.
							(8 dní)
						",12750,Kreta,31405,Exim Tours,Polopenze
"
							13.5. - 20.5.
							(8 dní)
						",11090,Kreta,31405,Pantour,Polopenze
"
							16.5. - 26.5.
							(11 dní)
						",14590,Kreta,31405,Pantour,Polopenze
"
							13.5. - 20.5.
							(8 dní)
						",9090,Kreta,8385,Pantour,Bez stravy
"
							16.5. - 26.5.
							(11 dní)
						",11490,Kreta,8385,Pantour,Bez stravy
"
							19.5. - 2.6.
							(15 dní)
						",12490,Kreta,8385,Pantour,Bez stravy
"
							14.5. - 21.5.
							(8 dní)
						",10720,Kreta,8093,Fischer 3 - spec.produkt,Snídaně
"
							14.5. - 21.5.
							(8 dní)
						",12120,Kreta,8093,Fischer 3 - spec.produkt,All Inclusive
"
							14.5. - 21.5.
							(8 dní)
						",11340,Kreta,8093,Fischer 3 - spec.produkt,Polopenze
"
							27.5. - 3.6.
							(8 dní)
						",12090,Kreta,52974,My Planet (Travel Planet),All Inclusive
"
							3.6. - 10.6.
							(8 dní)
						",12910,Kreta,52974,My Planet (Travel Planet),All Inclusive
"
							3.6. - 14.6.
							(12 dní)
						",15992,Kreta,52974,TIP travel,All Inclusive
"
							14.5. - 21.5.
							(8 dní)
						",12140,Kreta,7594,Fischer 3 - spec.produkt,All Inclusive
"
							14.5. - 21.5.
							(8 dní)
						",10010,Kreta,7594,Fischer 3 - spec.produkt,Polopenze
"
							14.5. - 21.5.
							(8 dní)
						",9660,Kreta,7594,Fischer 3 - spec.produkt,Snídaně
"
							5.5. - 12.5.
							(8 dní)
						",14160,Kreta,9095,Greece tours,Snídaně
"
							5.5. - 15.5.
							(11 dní)
						",16270,Kreta,9095,Greece tours,Snídaně
"
							5.5. - 19.5.
							(15 dní)
						",19090,Kreta,9095,Greece tours,Snídaně
"
							3.6. - 10.6.
							(8 dní)
						",19720,Kreta,36759,VTT,All Inclusive
"
							3.6. - 10.6.
							(8 dní)
						",17935,Kreta,36759,VTT,Polopenze
"
							7.6. - 14.6.
							(8 dní)
						",19720,Kreta,36759,VTT,All Inclusive
"
							13.5. - 20.5.
							(8 dní)
						",14090,Kreta,25292,Pantour,Polopenze
"
							13.5. - 20.5.
							(8 dní)
						",19590,Kreta,25292,Pantour,All Inclusive
"
							16.5. - 26.5.
							(11 dní)
						",18690,Kreta,25292,Pantour,Polopenze
"
							21.4. - 26.4.
							(6 dní)
						",26210,Kreta,107824,Neckermann CZ,Plná penze
"
							21.4. - 26.4.
							(6 dní)
						",23262,Kreta,107824,Neckermann CZ,Polopenze
"
							21.4. - 28.4.
							(8 dní)
						",21890,Kreta,107824,Neckermann CZ,Plná penze
"
							9.4. - 16.4.
							(8 dní)
						",21190,Kreta,24558,Exim Tours,Polopenze
"
							9.4. - 16.4.
							(8 dní)
						",26680,Kreta,24558,Exim Tours,Plná penze
"
							9.4. - 23.4.
							(15 dní)
						",33290,Kreta,24558,Exim Tours,Polopenze
"
							30.4. - 7.5.
							(8 dní)
						",26487,Kreta,8135,Inex,Polopenze
"
							30.4. - 14.5.
							(15 dní)
						",44243,Kreta,8135,Inex,Polopenze
"
							5.5. - 12.5.
							(8 dní)
						",24880,Kreta,8135,Greece tours,Polopenze
"
							13.5. - 20.5.
							(8 dní)
						",16990,Kreta,8983,Pantour,Polopenze
"
							13.5. - 20.5.
							(8 dní)
						",21390,Kreta,8983,Pantour,All Inclusive
"
							16.5. - 26.5.
							(11 dní)
						",24990,Kreta,8983,Pantour,Polopenze
"
							13.5. - 20.5.
							(8 dní)
						",10190,Kreta,112418,Pantour,Snídaně
"
							13.5. - 20.5.
							(8 dní)
						",12390,Kreta,112418,Pantour,Polopenze
"
							13.5. - 20.5.
							(8 dní)
						",13690,Kreta,112418,Pantour,Plná penze
"
							17.5. - 27.5.
							(11 dní)
						",12681,Kreta,101553,Brenna,Snídaně
"
							20.5. - 27.5.
							(8 dní)
						",11459,Kreta,101553,Brenna,Snídaně
"
							27.5. - 3.6.
							(8 dní)
						",11459,Kreta,101553,Travel 2002,Snídaně
"
							28.5. - 4.6.
							(8 dní)
						",15848,Kreta,99949,Neckermann CZ,All Inclusive
"
							28.5. - 4.6.
							(8 dní)
						",11675,Kreta,99949,Neckermann CZ,Snídaně
"
							28.5. - 4.6.
							(8 dní)
						",13201,Kreta,99949,Neckermann CZ,Polopenze
"
							13.5. - 20.5.
							(8 dní)
						",8890,Kreta,108461,Pantour,Bez stravy
"
							13.5. - 20.5.
							(8 dní)
						",9790,Kreta,108461,Pantour,Snídaně
"
							16.5. - 26.5.
							(11 dní)
						",11190,Kreta,108461,Pantour,Bez stravy
"
							30.4. - 7.5.
							(8 dní)
						",16090,Kreta,8048,Exim Tours,Polopenze
"
							30.4. - 14.5.
							(15 dní)
						",22990,Kreta,8048,Exim Tours,Polopenze
"
							7.5. - 14.5.
							(8 dní)
						",15410,Kreta,8048,Exim Tours,Polopenze
"
							27.5. - 3.6.
							(8 dní)
						",13491,Kreta,111730,Viamare,Polopenze
"
							27.5. - 3.6.
							(8 dní)
						",11691,Kreta,111730,Viamare,Snídaně
"
							27.5. - 10.6.
							(15 dní)
						",14841,Kreta,111730,Viamare,Snídaně
"
							17.5. - 27.5.
							(11 dní)
						",13151,Kreta,111668,Brenna,Bez stravy
"
							20.5. - 27.5.
							(8 dní)
						",11835,Kreta,111668,Brenna,Bez stravy
"
							27.5. - 3.6.
							(8 dní)
						",11835,Kreta,111668,Brenna,Bez stravy
"
							24.9. - 1.10.
							(8 dní)
						",23190,Kreta,37063,Blue Style,All Inclusive
"
							7.6. - 17.6.
							(11 dní)
						",13941,Kreta,34561,Viamare,Bez stravy
"
							17.6. - 28.6.
							(12 dní)
						",14391,Kreta,34561,Viamare,Bez stravy
"
							28.6. - 8.7.
							(11 dní)
						",15831,Kreta,34561,Viamare,Bez stravy
"
							3.4. - 10.4.
							(8 dní)
						",13797,Kreta,71810,Solartour SK,Bez stravy
"
							3.4. - 10.4.
							(8 dní)
						",15287,Kreta,71810,Solartour SK,Snídaně
"
							14.4. - 21.4.
							(8 dní)
						",14725,Kreta,71810,Solartour SK,Bez stravy
"
							16.4. - 23.4.
							(8 dní)
						",16690,Kreta,7592,Fischer 1 - cestovní kancelář,All Inclusive
"
							23.4. - 30.4.
							(8 dní)
						",14990,Kreta,7592,Fischer 1 - cestovní kancelář,All Inclusive
"
							30.4. - 7.5.
							(8 dní)
						",14990,Kreta,7592,Fischer 1 - cestovní kancelář,All Inclusive
"
							14.5. - 21.5.
							(8 dní)
						",11320,Kreta,109549,Fischer 3 - spec.produkt,Snídaně
"
							14.5. - 21.5.
							(8 dní)
						",10220,Kreta,109549,Fischer 3 - spec.produkt,Bez stravy
"
							20.5. - 27.5.
							(8 dní)
						",11320,Kreta,109549,Fischer 3 - spec.produkt,Snídaně
"
							14.5. - 21.5.
							(8 dní)
						",13690,Kreta,79221,Fischer 3 - spec.produkt,All Inclusive
"
							20.5. - 27.5.
							(8 dní)
						",12580,Kreta,79221,Fischer 3 - spec.produkt,All Inclusive
"
							21.5. - 28.5.
							(8 dní)
						",11090,Kreta,79221,Electra Tours,Polopenze
"
							1.7. - 8.7.
							(8 dní)
						",21280,Kreta,8062,My Planet (Travel Planet),All Inclusive
"
							5.7. - 12.7.
							(8 dní)
						",21730,Kreta,8062,My Planet (Travel Planet),All Inclusive
"
							8.7. - 15.7.
							(8 dní)
						",23070,Kreta,8062,My Planet (Travel Planet),All Inclusive
"
							21.5. - 28.5.
							(8 dní)
						",10950,Kreta,46471,Electra Tours,Polopenze
"
							28.5. - 4.6.
							(8 dní)
						",12190,Kreta,46471,Electra Tours,Polopenze
"
							1.6. - 4.6.
							(4 dny)
						",9590,Kreta,46471,Electra Tours,Polopenze
"
							4.6. - 15.6.
							(12 dní)
						",14692,Kreta,21262,Firo Tour,Bez stravy
"
							15.6. - 25.6.
							(11 dní)
						",15651,Kreta,21262,Firo Tour,Bez stravy
"
							25.6. - 6.7.
							(12 dní)
						",17391,Kreta,21262,Firo Tour,Bez stravy
"
							1.10. - 8.10.
							(8 dní)
						",20190,Kreta,8139,Electra Tours,All Inclusive
"
							1.10. - 8.10.
							(8 dní)
						",15390,Kreta,8139,Electra Tours,Polopenze
"
							8.10. - 15.10.
							(8 dní)
						",20190,Kreta,8139,Electra Tours,All Inclusive
"
							27.5. - 3.6.
							(8 dní)
						",9870,Kreta,87503,My Planet (Travel Planet),Snídaně
"
							27.5. - 3.6.
							(8 dní)
						",12700,Kreta,87503,My Planet (Travel Planet),Polopenze
"
							28.5. - 4.6.
							(8 dní)
						",19049,Kreta,87503,Neckermann CZ,All Inclusive
"
							21.5. - 28.5.
							(8 dní)
						",10050,Kreta,71811,Electra Tours,Bez stravy
"
							21.5. - 28.5.
							(8 dní)
						",11250,Kreta,71811,Electra Tours,Snídaně
"
							28.5. - 4.6.
							(8 dní)
						",11490,Kreta,71811,Electra Tours,Bez stravy
"
							28.5. - 4.6.
							(8 dní)
						",26246,Kreta,27640,Alexandria,Polopenze
"
							28.5. - 8.6.
							(12 dní)
						",35146,Kreta,27640,Alexandria,Polopenze
"
							1.6. - 8.6.
							(8 dní)
						",27581,Kreta,27640,Alexandria,Polopenze
"
							31.5. - 7.6.
							(8 dní)
						",24990,Kreta,54447,Fischer 1 - cestovní kancelář,All Inclusive
"
							31.5. - 10.6.
							(11 dní)
						",22890,Kreta,54447,Fischer 1 - cestovní kancelář,Polopenze
"
							31.5. - 10.6.
							(11 dní)
						",27890,Kreta,54447,Fischer 1 - cestovní kancelář,All Inclusive
"
							9.4. - 16.4.
							(8 dní)
						",13890,Kreta,8293,Exim Tours,Polopenze
"
							9.4. - 23.4.
							(15 dní)
						",18990,Kreta,8293,Exim Tours,Polopenze
"
							16.4. - 23.4.
							(8 dní)
						",13890,Kreta,8293,Exim Tours,Polopenze
"
							28.5. - 4.6.
							(8 dní)
						",15990,Kreta,98749,Blue Style,Polopenze
"
							28.5. - 4.6.
							(8 dní)
						",12690,Kreta,98749,Blue Style,Snídaně
"
							28.5. - 8.6.
							(12 dní)
						",19590,Kreta,98749,Blue Style,Polopenze
"
							21.5. - 28.5.
							(8 dní)
						",15790,Kreta,101056,Electra Tours,Polopenze
"
							21.5. - 28.5.
							(8 dní)
						",16690,Kreta,101056,Electra Tours,All Inclusive
"
							27.5. - 3.6.
							(8 dní)
						",19010,Kreta,101056,My Planet (Travel Planet),All Inclusive
"
							27.5. - 3.6.
							(8 dní)
						",10341,Kreta,107856,Viamare,Bez stravy
"
							27.5. - 10.6.
							(15 dní)
						",13131,Kreta,107856,Viamare,Bez stravy
"
							3.6. - 10.6.
							(8 dní)
						",11061,Kreta,107856,Viamare,Bez stravy
"
							10.6. - 21.6.
							(12 dní)
						",14031,Kreta,104692,KM Travel (Tvarbet Moravia),Bez stravy
"
							21.6. - 1.7.
							(11 dní)
						",14391,Kreta,104692,KM Travel (Tvarbet Moravia),Bez stravy
"
							2.8. - 12.8.
							(11 dní)
						",14841,Kreta,104692,KM Travel (Tvarbet Moravia),Bez stravy
"
							17.6. - 28.6.
							(12 dní)
						",22131,Kreta,7636,Viamare,Polopenze
"
							29.7. - 9.8.
							(12 dní)
						",23391,Kreta,7636,Viamare,Polopenze
"
							9.9. - 20.9.
							(12 dní)
						",22131,Kreta,7636,Viamare,Polopenze
"
							27.5. - 3.6.
							(8 dní)
						",14960,Kreta,8784,My Planet (Travel Planet),All Inclusive
"
							28.5. - 4.6.
							(8 dní)
						",15790,Kreta,8784,Blue Style,All Inclusive
"
							28.5. - 8.6.
							(12 dní)
						",19590,Kreta,8784,Blue Style,All Inclusive
"
							28.5. - 4.6.
							(8 dní)
						",16234,Kreta,7880,Neckermann CZ,All Inclusive
"
							28.5. - 11.6.
							(15 dní)
						",26167,Kreta,7880,Neckermann CZ,All Inclusive
"
							4.6. - 11.6.
							(8 dní)
						",17585,Kreta,7880,Neckermann CZ,All Inclusive
"
							24.4. - 29.4.
							(6 dní)
						",63601,Kreta,97682,Neckermann CZ,All Inclusive
"
							24.4. - 1.5.
							(8 dní)
						",15805,Kreta,97682,Neckermann CZ,All Inclusive
"
							24.4. - 4.5.
							(11 dní)
						",76280,Kreta,97682,Neckermann CZ,All Inclusive
"
							7.6. - 17.6.
							(11 dní)
						",16022,Kreta,41029,Teplická rekrea,Bez stravy
"
							17.6. - 28.6.
							(12 dní)
						",16310,Kreta,41029,Teplická rekrea,Bez stravy
"
							28.6. - 8.7.
							(11 dní)
						",16790,Kreta,41029,Teplická rekrea,Bez stravy
"
							14.5. - 21.5.
							(8 dní)
						",8690,Kreta,25964,Fischer 3 - spec.produkt,Bez stravy
"
							14.5. - 21.5.
							(8 dní)
						",9690,Kreta,25964,Fischer 3 - spec.produkt,Snídaně
"
							20.5. - 27.5.
							(8 dní)
						",9690,Kreta,25964,Fischer 3 - spec.produkt,Snídaně
"
							27.5. - 3.6.
							(8 dní)
						",11990,Kreta,100193,My Planet (Travel Planet),Polopenze
"
							27.5. - 3.6.
							(8 dní)
						",15000,Kreta,100193,My Planet (Travel Planet),All Inclusive
"
							3.6. - 10.6.
							(8 dní)
						",15550,Kreta,100193,My Planet (Travel Planet),All Inclusive
"
							27.5. - 7.6.
							(12 dní)
						",24565,Kreta,8346,VTT,All Inclusive
"
							7.6. - 17.6.
							(11 dní)
						",23205,Kreta,8346,VTT,All Inclusive
"
							17.6. - 28.6.
							(12 dní)
						",27710,Kreta,8346,VTT,All Inclusive
"
							10.9. - 17.9.
							(8 dní)
						",13390,Kreta,7901,Pantour,Snídaně
"
							10.9. - 17.9.
							(8 dní)
						",15190,Kreta,7901,Pantour,Polopenze
"
							10.9. - 17.9.
							(8 dní)
						",12290,Kreta,7901,Pantour,Bez stravy
"
							14.5. - 21.5.
							(8 dní)
						",13860,Kreta,85495,Fischer 1 - cestovní kancelář,All Inclusive
"
							20.5. - 3.6.
							(15 dní)
						",21870,Kreta,85495,Fischer 1 - cestovní kancelář,All Inclusive
"
							21.5. - 28.5.
							(8 dní)
						",12950,Kreta,85495,Electra Tours,All Inclusive
"
							13.5. - 20.5.
							(8 dní)
						",12590,Kreta,86250,Pantour,Polopenze
"
							13.5. - 20.5.
							(8 dní)
						",10590,Kreta,86250,Pantour,Snídaně
"
							16.5. - 26.5.
							(11 dní)
						",13590,Kreta,86250,Pantour,Snídaně
"
							3.6. - 10.6.
							(8 dní)
						",16242,Kreta,69797,Solvex SK,All Inclusive
"
							3.6. - 14.6.
							(12 dní)
						",22705,Kreta,69797,Solvex SK,All Inclusive
"
							10.6. - 17.6.
							(8 dní)
						",16242,Kreta,69797,Solvex SK,All Inclusive
"
							3.6. - 10.6.
							(8 dní)
						",13713,Kreta,79425,Solvex SK,Polopenze
"
							3.6. - 10.6.
							(8 dní)
						",15371,Kreta,79425,Solvex SK,All Inclusive
"
							3.6. - 14.6.
							(12 dní)
						",19867,Kreta,79425,Solvex SK,All Inclusive
"
							19.5. - 26.5.
							(8 dní)
						",14360,Kreta,99720,Solartour SK,Polopenze
"
							19.5. - 26.5.
							(8 dní)
						",12055,Kreta,99720,Solartour SK,Snídaně
"
							1.6. - 4.6.
							(4 dny)
						",9290,Kreta,99720,Electra Tours,Snídaně
"
							3.4. - 10.4.
							(8 dní)
						",13854,Kreta,79826,Solartour SK,Snídaně
"
							14.4. - 21.4.
							(8 dní)
						",14781,Kreta,79826,Solartour SK,Snídaně
"
							15.4. - 22.4.
							(8 dní)
						",14837,Kreta,79826,Solartour SK,Snídaně
"
							13.5. - 20.5.
							(8 dní)
						",9390,Kreta,107874,Pantour,Bez stravy
"
							16.5. - 26.5.
							(11 dní)
						",11890,Kreta,107874,Pantour,Bez stravy
"
							19.5. - 2.6.
							(15 dní)
						",13090,Kreta,107874,Pantour,Bez stravy
"
							8.4. - 13.4.
							(6 dní)
						",64435,Kreta,22610,Neckermann CZ,All Inclusive
"
							8.4. - 13.4.
							(6 dní)
						",63574,Kreta,22610,Neckermann CZ,Polopenze
"
							8.4. - 15.4.
							(8 dní)
						",27735,Kreta,22610,Neckermann CZ,Polopenze
